ID,App_Name,Genre,Price,User_Rating,Total_Reviews,User_Review
350,Marble Woka Woka 2018 - Bubble Shooter Match 3,Puzzle,0,4.6,155186,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
351,Pixel Art: Color by Number Game,Puzzle,0,4.7,1125566,This premium game does not have purchases that allow advancement  and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
352,Score! Hero,Sports,0,4.6,5419676,It is an addicting games  that's for sure. I truly love the simpleness of the menus  and the sounds are lovely. I love it  and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it  and further  more difficult levels provide a solid challenge  which is nice. There are a few packs that you must pay for  but there are more than enough free ones to allow someone to actually have fun with this game.
353,Super Jabber Jump 3,Arcade,0,4.3,34494,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
354,Rush,Arcade,0,4.6,260651,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
355,Jetpack Joyride,Arcade,0,4.4,4638163,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
356,Zombie Tsunami,Arcade,0,4.4,4921409,"Too many ads and updates  even with the paid ""no ads"" version. Just trying to play with my friend  but get all of these distracting notifications for other nonsense in which I'm not interested."
357,DEAD TARGET: FPS Zombie Apocalypse Survival Games,Action,0,4.5,1468638,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
358,Word Search,Word,0,4.2,344585,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
359,Farm Heroes Saga,Casual,0,4.4,7614407,I downloaded this game maybe a half hour ago  and it has crashed upon opening every time I've tried. It just freezes on the title screen  and crashes.
360,Racing in Car 2,Racing,0,4.3,234110,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
361,Dog Run - Pet Dog Simulator,Simulation;Action & Adventure,0,4.7,48615,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
362,Rope Hero Return of a Legend,Arcade,0,4.3,9951,This game is really good! The only problem is that the background can look really dull after a while.
363,Draw a Stickman: EPIC 2 Free,Adventure,0,4.3,213340,Man this is the best game EVER  it's just so addicting! But there's a *downfall*  is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review  idk
364,Agar.io,Action,0,4.2,3815614,Love this game! Its a great time killer  and the graphics are beautiful and relaxing. The only issue with this app is that  if you are playing online  it lags a lot.
365,Angry Birds Classic,Arcade,0,4.4,5565856,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
366,UNO & Friends,Card,0,4.1,1728557,This premium game does not have purchases that allow advancement  and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
367,4 in a Row,Board,0,3.8,4257,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
368,Bubble Shooter,Arcade,0,4.5,43576,Not very good. You can’t play it for a long time. Gets boring
369,Subway Surfers,Arcade,0,4.5,27711703,Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone  uninstalled app  cleared cache  etc.) It still wont work and i dont know why. Please help
370,Super Mario Run,Action,0,3.7,1221896,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
371,STARDOM: THE A-LIST,Adventure,0,4.5,152658,Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not  but I'm unable to even try the game at this time
372,Glow Hockey,Arcade,0,4.1,1703479,This game is really good! The only problem is that the background can look really dull after a while.
373,Pokemon GO,Adventure,0,4.1,10421284,Glitches and lags. Not worth installing
374,Asphalt 8: Airborne,Racing,0,4.5,8389714,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
375,PAC-MAN,Arcade,0,4.2,685450,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
376,Lep's World 2 ????,Arcade,0,4.3,798522,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
377,Law of Creation: A Playable Manga,Adventure,0,4.5,13118,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
378,Real City Car Driver,Racing,0,3.7,413609,Crashed in first few seconds  was unable to play  do not download.
379,Rolling Sky,Board,0,4.5,1117212,Love the gameplay  love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms.
380,4 in a row,Board,0,4.3,47698,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
381,Four In A Line Free,Board,0,4.3,133195,The controls are more difficult than the last time I played this game  which was a year or so ago. The new customization is very cool
382,Alto's Adventure,Action,0,4.6,515240,In-App Purchases are overpriced  but overall the gameplay was fun and kept me interested in the game.
383,Draw A Stickman,Adventure,0,3.4,29265,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
384,Zombie Tsunami,Arcade,0,4.4,4918776,Warning! The most addictive game ever! Uninstalling before I ruin my career and life... Installed again.
385,Four In A Line,Board,0,3.8,22191,Keeps crashing on the first day every time I try to play. Super disappointed.
386,Cardi B Piano Game,Music,0,3.1,50,It is a fun game for all ages  minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!
387,MORTAL KOMBAT X,Action,0,4.4,3039889,Best game I have ever played  10/10
388,? MultiCraft ? Free Miner! ??,Adventure,0,4.3,1305050,I downloaded this game maybe a half hour ago  and it has crashed upon opening every time I've tried. It just freezes on the title screen  and crashes.
389,Pixel Gun 3D: Survival shooter & Battle Royale,Action,0,4.5,4487182,I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game   really. Please please please make it save more data  please.
390,B-52 Spirits of Glory Deluxe,Arcade,$0.99 ,4.3,12,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
391,Hungry Shark Evolution,Arcade,0,4.5,6071542,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
392,Perfect Piano,Music,0,4.2,828489,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
393,B-Grade Renegade,Action,$1.99 ,3.9,24,if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it  it is just an game.
394,CURSUM B,Racing,$0.99 ,NaN,30,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
395,Critical Ops,Action,0,4.4,1397944,This premium game does not have purchases that allow advancement  and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
396,Hill Climb Racing,Racing,0,4.4,8921451,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
397,Hitman Sniper,Action,$0.99 ,4.6,408292,Great game concept  with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun  if it works. The lag is killing the gameplay.
398,FRONTLINE COMMANDO: D-DAY,Action,0,4.5,1736105,This game is really good! The only problem is that the background can look really dull after a while.
399,Fruit Ninja,Arcade,0,4.3,5091448,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
400,Crossy Road,Action,0,4.5,4229977,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
401,Temple Run 2,Action,0,4.3,8116142,This premium game does not have purchases that allow advancement  and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult  the game possesses features and complexity absent in all other games.
402,Beach Buggy Blitz,,0,4.2,640974,Classic  I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience.
